ID,Name_x,status,cantidad de hablantes,ISO_codes_x,country,IDH,coordinates,Population,Name_y,Macroarea,Latitude,Longitude,ISO639P3code,Family,Subfamily,Genus,GenusIcon,ISO_codes_y,Country_ID,100A,101A,102A,103A,104A,105A,106A,107A,108A,108B,109A,109B,10A,10B,110A,111A,112A,113A,114A,115A,116A,117A,118A,119A,11A,120A,121A,122A,123A,124A,125A,126A,127A,128A,129A,12A,130A,130B,131A,132A,133A,134A,135A,136A,136B,137A,137B,138A,139A,13A,140A,141A,142A,143A,143B,143C,143D,143E,143F,143G,144A,144B,144C,144D,144E,144F,144G,144H,144I,144J,144K,144L,144M,144N,144O,144P,144Q,144R,144S,144T,144U,144V,144W,144X,144Y,14A,15A,16A,17A,18A,19A,1A,20A,21A,21B,22A,23A,24A,25A,25B,26A,27A,28A,29A,2A,30A,31A,32A,33A,34A,35A,36A,37A,38A,39A,39B,3A,40A,41A,42A,43A,44A,45A,46A,47A,48A,49A,4A,50A,51A,52A,53A,54A,55A,56A,57A,58A,58B,59A,5A,60A,61A,62A,63A,64A,65A,66A,67A,68A,69A,6A,70A,71A,72A,73A,74A,75A,76A,77A,78A,79A,79B,7A,80A,81A,81B,82A,83A,84A,85A,86A,87A,88A,89A,8A,90A,90B,90C,90D,90E,90F,90G,91A,92A,93A,94A,95A,96A,97A,98A,99A,9A
yko,Southern Yukaghir,1,50,yux,Russia,0.816,Point(94.25 66.416666666),146804372,Yukaghir (Kolyma),Eurasia,65.75,150.83333333299998,yux,Yukaghir,,Yukaghir,tff6600,yux,RU,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,,,,,2.0,,,2.0,1.0,3.0,3.0,1.0,6.0,4.0,1.0,1.0,4.0,1.0,,4.0,5.0,1.0,3.0,3.0,3.0,2.0,,2.0,,,1.0,,,,,2.0,2.0,1.0,1.0,,,1.0,,,3.0,3.0,,,,2.0,4.0,4.0,20.0,,,,,,,,,,,5.0,,,,4.0,4.0,2.0,11.0,,,,,,,1.0,5.0,4.0,,1.0,1.0,3.0,,,,,2.0,4.0,5.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,,7.0,2.0,5.0,5.0,3.0,,3.0,3.0,2.0,2.0,1.0,6.0,1.0,1.0,,2.0,7.0,2.0,3.0,1.0,2.0,6.0,1.0,1.0,,2.0,2.0,1.0,2.0,2.0,6.0,4.0,2.0,1.0,2.0,2.0,4.0,1.0,4.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,5.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,6.0,,,,6.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0
mri,Morori,1,50,mok,Indonesia,0.6940000000000001,Point(118.0 -2.0),270625568,Moraori,Papunesia,-8.583333333330001,140.66666666700002,mok,,,,c000000,mok,ID,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,21.0,,,,,,,,,,,14.0,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,1.0,,,2.0,,,,,,,,,,2.0,,,1.0,,,,,
ymd,Yamdena,0,30,jmd,Indonesia,0.6940000000000001,Point(118.0 -2.0),270625568,Yamdena,Papunesia,-7.5,131.5,jmd,Austronesian,,Central Malayo-Polynesian,t99ffff,jmd,ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,8.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
qaw,Kawésqar,1,12,alc,Chile,0.8320000000000001,Point(-71.0 -33.0),18054726,Qawasqar,South America,-49.0,-75.0,alc,Alacalufan,,Alacalufan,cffff00,alc,CL,1.0,,1.0,1.0,1.0,,,2.0,,,,,2.0,,,,,1.0,7.0,,2.0,,,,1.0,,,,,,,,,,2.0,3.0,2.0,,,,,,,,,,,,,1.0,,,,2.0,,,,4.0,1.0,4.0,21.0,4.0,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,,,,2.0,,1.0,1.0,1.0,,,,,,2.0,,,,2.0,,5.0,1.0,,,,6.0,,,,2.0,2.0,1.0,2.0,,2.0,,,,,,,,,1.0,,,,,,,,,,2.0,1.0,,,,,,3.0,,1.0,1.0,4.0,5.0,2.0,1.0,,,1.0,1.0,,1.0,1.0,,,3.0,2.0,,,,,,,,,6.0,,5.0,1.0,,,,,
bnb,Bunuba,1,110,bck,Australia,0.9390000000000001,Point(137.0 -28.0),24511800,Bunuba,Australia,-17.75,125.75,bck,Bunuban,,Bunuban,dff66ff,bck,AU,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,1.0,3.0,6.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,5.0,5.0,5.0,,,
alw,Alawa,1,12,alh,Australia,0.9390000000000001,Point(137.0 -28.0),24511800,Alawa,Australia,-15.166666666700001,134.25,alh,Mangarrayi-Maran,,Alawa,sffffcc,alh,AU,,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,8.0,1.0,,3.0,1.0,3.0,,,,,,,,,2.0,1.0,,,1.0,,,,1.0,,,,,,,,4.0,,,,,,,,,,,1.0,,1.0,,,,,,2.0,2.0,1.0,2.0,1.0,,,,,,1.0,1.0,1.0,4.0,2.0,1.0,2.0,,,,,,,1.0,1.0,,,1.0,,7.0,,3.0,3.0,6.0,2.0,,3.0,1.0,,2.0,,,,,,,,,,,1.0,5.0,5.0,5.0,,,
lar,Laragiya,1,23,lrg,Australia,0.9390000000000001,Point(137.0 -28.0),24511800,Laragia,Australia,-12.666666666700001,130.83333333299998,lrg,Darwin Region,,Laragia,saa0000,lrg,AU,,,,,,,,,,,,,,,,,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,21.0,,,,,,,,,,,18.0,,,,,,,,,,,,,,1.0,2.0,2.0,1.0,,,,,,,,,,,,5.0,,,,,,,,2.0,,,,3.0,,,,,,,,,,,,,,,,,9.0,,,,,,2.0,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,1.0,1.0,6.0,1.0,2.0,2.0,,2.0,,,,,,,,,,,,,1.0,,2.0,,,
goo,Guniyandi,1,100,gni,Australia,0.9390000000000001,Point(137.0 -28.0),24511800,Gooniyandi,Australia,-18.3333333333,126.333333333,gni,Bunuban,,Bunuban,dff66ff,gni,AU,2.0,2.0,5.0,4.0,5.0,3.0,4.0,2.0,2.0,2.0,8.0,5.0,2.0,,2.0,1.0,2.0,1.0,7.0,1.0,,,,,1.0,,,2.0,2.0,,2.0,2.0,3.0,1.0,2.0,2.0,,,6.0,,,,,1.0,1.0,1.0,1.0,,,1.0,,,,1.0,,,,1.0,4.0,4.0,21.0,3.0,,,,,,,,,,22.0,,,,,,,,,,,,,,2.0,8.0,4.0,1.0,3.0,1.0,3.0,7.0,1.0,1.0,4.0,3.0,2.0,5.0,2.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,8.0,,6.0,1.0,1.0,,5.0,,4.0,5.0,2.0,,1.0,6.0,1.0,1.0,1.0,2.0,8.0,1.0,3.0,8.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,2.0,8.0,,3.0,2.0,1.0,1.0,4.0,1.0,1.0,5.0,3.0,1.0,2.0,,2.0,,2.0,5.0,4.0,5.0,1.0,1.0,7.0,,1.0,1.0,6.0,3.0,3.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,5.0,,2.0,4.0,4.0,1.0
grg,Guragone,1,60,gge,Australia,0.9390000000000001,Point(137.0 -28.0),24511800,Gurr-goni,Australia,-12.25,134.41666666700002,gge,Mangrida,,Burarran,dffcc00,gge,AU,,2.0,,,,3.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,7.0,,1.0,3.0,6.0,,,3.0,1.0,,,,,,,,,,,,,,5.0,5.0,5.0,,,
mku,Marranj,1,15,zmr,Australia,0.9390000000000001,Point(137.0 -28.0),24511800,Maranungku,Australia,-13.666666666700001,130.0,zmr,Western Daly,,Wagaydy,fffffcc,zmr,AU,2.0,2.0,5.0,4.0,2.0,2.0,2.0,2.0,,,,,2.0,,,,2.0,1.0,7.0,,6.0,,2.0,1.0,1.0,2.0,,2.0,,4.0,1.0,,1.0,,2.0,3.0,1.0,1.0,,,,,,,,,,3.0,,1.0,,,,15.0,,1.0,,1.0,1.0,4.0,19.0,1.0,,,,,,,,,,17.0,,,1.0,2.0,4.0,8.0,5.0,,,,,,,2.0,8.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,1.0,2.0,1.0,3.0,2.0,,,,9.0,1.0,5.0,,,,5.0,,2.0,5.0,,,,3.0,,,,2.0,9.0,1.0,3.0,9.0,,,,,,2.0,,,,1.0,,,,,,,,,,5.0,1.0,5.0,2.0,4.0,2.0,2.0,3.0,3.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,,1.0,1.0,6.0,1.0,1.0,2.0,2.0,2.0,2.0,,,,,,,,2.0,6.0,1.0,,1.0,,2.0,1.0,,
mrh,Marrithiyel,1,15,mfr,Australia,0.9390000000000001,Point(137.0 -28.0),24511800,Marrithiyel,Australia,-13.833333333299999,130.0,mfr,Western Daly,,Bringen,faa0000,mfr,AU,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,21.0,,,,,,,,,,,14.0,,,,,,,11.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,1.0,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,6.0,1.0,,2.0,,2.0,,,,,,,,,,,,,1.0,,2.0,,,
mrh,Marrithiyel,1,20,mfr,Australia,0.9390000000000001,Point(137.0 -28.0),24511800,Marrithiyel,Australia,-13.833333333299999,130.0,mfr,Western Daly,,Bringen,faa0000,mfr,AU,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,21.0,,,,,,,,,,,14.0,,,,,,,11.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,1.0,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,6.0,1.0,,2.0,,2.0,,,,,,,,,,,,,1.0,,2.0,,,
nkk,Nakkara,1,58,nck,Australia,0.9390000000000001,Point(137.0 -28.0),24511800,Nakkara,Australia,-12.1166666667,134.41666666700002,nck,Mangrida,,Nakkara,f0000dd,nck,AU,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
ywr,Yawuru,9 Reawakening,30,ywr,Australia,0.9390000000000001,Point(137.0 -28.0),24511800,Yawuru,Australia,-18.0,122.5,ywr,Nyulnyulan,,Nyulnyulan,fff6600,ywr,AU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,3.0,,,,,,8.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,7.0,,2.0,3.0,6.0,3.0,2.0,1.0,,,,,,,,,,,,,,,5.0,5.0,5.0,,,
ywr,Yawuru,9 Reawakening,6,ywr,Australia,0.9390000000000001,Point(137.0 -28.0),24511800,Yawuru,Australia,-18.0,122.5,ywr,Nyulnyulan,,Nyulnyulan,fff6600,ywr,AU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,3.0,,,,,,8.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,7.0,,2.0,3.0,6.0,3.0,2.0,1.0,,,,,,,,,,,,,,,5.0,5.0,5.0,,,
gmt,Gumatj,0,116,gnn,Australia,0.9390000000000001,Point(137.0 -28.0),24511800,Gumatj,Australia,-12.5,135.5,gnn,Pama-Nyungan,,Western Pama-Nyungan,t99ffff,gnn,AU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gmt,Gumatj,0,240,gnn,Australia,0.9390000000000001,Point(137.0 -28.0),24511800,Gumatj,Australia,-12.5,135.5,gnn,Pama-Nyungan,,Western Pama-Nyungan,t99ffff,gnn,AU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emm,Ami,1,30,amy,Australia,0.9390000000000001,Point(137.0 -28.0),24511800,Emmi,Australia,-13.5,130.0,amy,Western Daly,,Wagaydy,fffffcc,amy,AU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,1.0,3.0,6.0,1.0,,2.0,,2.0,,,,,,,,,,,1.0,,5.0,5.0,5.0,,,
arb,Arabela,1,50,arl,Peru,0.75,Point(-76.0 -9.4),29381884,Arabela,South America,-2.0,-75.1666666667,arl,Zaparoan,,Zaparoan,tffffcc,arl,PE,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,2.0,,,,5.0,2.0,2.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,7.0,1.0,2.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,3.0
iqu,Iquito,1,35,iqu,Peru,0.75,Point(-76.0 -9.4),29381884,Iquito,South America,-3.25,-74.0,iqu,Zaparoan,,Zaparoan,tffffcc,iqu,PE,2.0,,4.0,2.0,1.0,,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,1.0,1.0,,1.0,,,,1.0,8.0,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,6.0,,,,3.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,2.0,,5.0,2.0,2.0,2.0,,,,2.0,4.0,,,,,2.0,,1.0,2.0,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,1.0,,1.0,,3.0,,4.0,,,
ana,Araona,1,81,aro,Bolivia,0.693,Point(-64.991228611 -17.056869611),11051600,Araona,South America,-12.333333333299999,-67.75,aro,Tacanan,,Tacanan,sff6600,aro,BO,1.0,,1.0,1.0,1.0,2.0,,1.0,,,,,2.0,,,2.0,6.0,2.0,1.0,1.0,2.0,,,,1.0,,,,,4.0,,,,,,1.0,,,6.0,,,,,,,,,,,1.0,,,,14.0,4.0,,,2.0,2.0,4.0,18.0,,,,,,,,,,,16.0,,18.0,,,,,,,,,,,,3.0,8.0,1.0,,1.0,1.0,3.0,1.0,1.0,1.0,,,,,,2.0,,3.0,1.0,1.0,,,,7.0,,7.0,1.0,5.0,5.0,5.0,,4.0,1.0,,,,6.0,,1.0,,2.0,5.0,4.0,3.0,1.0,,,,,,4.0,,,,4.0,,,,,3.0,2.0,4.0,2.0,4.0,2.0,1.0,1.0,4.0,4.0,2.0,1.0,2.0,3.0,2.0,4.0,4.0,5.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,2.0,1.0,3.0,2.0,1.0,,1.0,,,,,,6.0,,2.0,1.0,2.0,2.0,4.0,4.0,3.0
agu,Awakatek,0,27,agu,Guatemala,0.627,Point(-90.25 15.5),17263239,Aguacatec,North America,15.416666666700001,-91.3333333333,agu,Mayan,,Mayan,tff6600,agu,GT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
npi,Nigerian Pidgin,0,30,pcm,Nigeria,0.532,Point(8.0 9.0),190886311,Nigerian Pidgin,Africa,6.5,3.33333333333,pcm,other,,Creoles and Pidgins,taa0000,pcm,NG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mcf,Michif,1,730,crg,Canada,0.9259999999999999,Point(-109.0 56.0),37894799,Michif,North America,52.0,-100.166666667,crg,Algic,,Algonquian,cffffff,crg,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mcf,Michif,1,730,crg,United States of America,0.92,Point(-98.5795 39.828175),331449281,Michif,North America,52.0,-100.166666667,crg,Algic,,Algonquian,cffffff,crg,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kth,Gwich’in,1,670,gwi,Canada,0.9259999999999999,Point(-109.0 56.0),37894799,Kutchin,North America,67.0,-146.0,gwi,Na-Dene,,Athapaskan,c99ffff,gwi,CA US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kth,Gwich’in,1,670,gwi,United States of America,0.92,Point(-98.5795 39.828175),331449281,Kutchin,North America,67.0,-146.0,gwi,Na-Dene,,Athapaskan,c99ffff,gwi,CA US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tli,Tlingit,1,845,tli,Canada,0.9259999999999999,Point(-109.0 56.0),37894799,Tlingit,North America,59.0,-135.0,tli,Na-Dene,,Tlingit,caa0000,tli,US,4.0,2.0,5.0,5.0,3.0,,,2.0,,,,,2.0,,,2.0,2.0,3.0,6.0,,,,1.0,2.0,1.0,1.0,,,,,,,,,,3.0,,,1.0,,,,,1.0,1.0,1.0,1.0,,,2.0,,,,1.0,,,,1.0,4.0,4.0,7.0,3.0,,,,,,,,,,3.0,,,,4.0,4.0,1.0,11.0,,,,,,,,,,,2.0,1.0,5.0,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,4.0,,1.0,3.0,1.0,,,,2.0,,4.0,,,,3.0,,5.0,3.0,4.0,,,6.0,1.0,,,4.0,7.0,1.0,3.0,1.0,2.0,,,3.0,,1.0,2.0,1.0,2.0,1.0,,,,1.0,,,,,,4.0,4.0,5.0,,,,1.0,3.0,3.0,1.0,1.0,,,2.0,,1.0,,1.0,1.0,,1.0,1.0,3.0,1.0,1.0,5.0,2.0,1.0,,,,,,1.0,,,2.0,1.0,1.0,5.0,,,3.0
tli,Tlingit,1,845,tli,United States of America,0.92,Point(-98.5795 39.828175),331449281,Tlingit,North America,59.0,-135.0,tli,Na-Dene,,Tlingit,caa0000,tli,US,4.0,2.0,5.0,5.0,3.0,,,2.0,,,,,2.0,,,2.0,2.0,3.0,6.0,,,,1.0,2.0,1.0,1.0,,,,,,,,,,3.0,,,1.0,,,,,1.0,1.0,1.0,1.0,,,2.0,,,,1.0,,,,1.0,4.0,4.0,7.0,3.0,,,,,,,,,,3.0,,,,4.0,4.0,1.0,11.0,,,,,,,,,,,2.0,1.0,5.0,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,4.0,,1.0,3.0,1.0,,,,2.0,,4.0,,,,3.0,,5.0,3.0,4.0,,,6.0,1.0,,,4.0,7.0,1.0,3.0,1.0,2.0,,,3.0,,1.0,2.0,1.0,2.0,1.0,,,,1.0,,,,,,4.0,4.0,5.0,,,,1.0,3.0,3.0,1.0,1.0,,,2.0,,1.0,,1.0,1.0,,1.0,1.0,3.0,1.0,1.0,5.0,2.0,1.0,,,,,,1.0,,,2.0,1.0,1.0,5.0,,,3.0
tli,Tlingit,1,500,tli,Canada,0.9259999999999999,Point(-109.0 56.0),37894799,Tlingit,North America,59.0,-135.0,tli,Na-Dene,,Tlingit,caa0000,tli,US,4.0,2.0,5.0,5.0,3.0,,,2.0,,,,,2.0,,,2.0,2.0,3.0,6.0,,,,1.0,2.0,1.0,1.0,,,,,,,,,,3.0,,,1.0,,,,,1.0,1.0,1.0,1.0,,,2.0,,,,1.0,,,,1.0,4.0,4.0,7.0,3.0,,,,,,,,,,3.0,,,,4.0,4.0,1.0,11.0,,,,,,,,,,,2.0,1.0,5.0,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,4.0,,1.0,3.0,1.0,,,,2.0,,4.0,,,,3.0,,5.0,3.0,4.0,,,6.0,1.0,,,4.0,7.0,1.0,3.0,1.0,2.0,,,3.0,,1.0,2.0,1.0,2.0,1.0,,,,1.0,,,,,,4.0,4.0,5.0,,,,1.0,3.0,3.0,1.0,1.0,,,2.0,,1.0,,1.0,1.0,,1.0,1.0,3.0,1.0,1.0,5.0,2.0,1.0,,,,,,1.0,,,2.0,1.0,1.0,5.0,,,3.0
tli,Tlingit,1,500,tli,United States of America,0.92,Point(-98.5795 39.828175),331449281,Tlingit,North America,59.0,-135.0,tli,Na-Dene,,Tlingit,caa0000,tli,US,4.0,2.0,5.0,5.0,3.0,,,2.0,,,,,2.0,,,2.0,2.0,3.0,6.0,,,,1.0,2.0,1.0,1.0,,,,,,,,,,3.0,,,1.0,,,,,1.0,1.0,1.0,1.0,,,2.0,,,,1.0,,,,1.0,4.0,4.0,7.0,3.0,,,,,,,,,,3.0,,,,4.0,4.0,1.0,11.0,,,,,,,,,,,2.0,1.0,5.0,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,4.0,,1.0,3.0,1.0,,,,2.0,,4.0,,,,3.0,,5.0,3.0,4.0,,,6.0,1.0,,,4.0,7.0,1.0,3.0,1.0,2.0,,,3.0,,1.0,2.0,1.0,2.0,1.0,,,,1.0,,,,,,4.0,4.0,5.0,,,,1.0,3.0,3.0,1.0,1.0,,,2.0,,1.0,,1.0,1.0,,1.0,1.0,3.0,1.0,1.0,5.0,2.0,1.0,,,,,,1.0,,,2.0,1.0,1.0,5.0,,,3.0
inr,Inuvialuktun,0,765,ikt,Canada,0.9259999999999999,Point(-109.0 56.0),37894799,Inuktitut (Rankin Inlet),North America,63.0,-92.0,ikt,Eskimo-Aleut,,Eskimo,t990099,ikt,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
